id,label,account_age_days,followers_count,following_count,post_frequency_per_day,avg_word_count_per_post,avg_hashtags_per_post,avg_sentiment_score,reply_to_post_ratio,urls_per_post_ratio,bio_complexity_score
u9542966285706656354,human,1271,-2679,1422,7.76,17,1,0.15,0.51,0.1,0.95
u7923180746450580279,human,3214,3452,1583,9.57,15,3,-0.36,0.56,0.33,0.79
u5880278939012049700,bot,991,65,492,185.14,44,10,1.0,0.98,0.65,0.13
u9447724051406491657,human,3700,6560,2707,9.07,24,1,-0.2,0.42,0.33,0.73
u3422907213210852218,bot,59,23849,9576,451.66,47,4,1.0,0.03,0.82,0.09
u4032012607304870848,bot,536,96,7680,120.97,34,6,1.0,0.09,0.71,1.0
u1912021121783966714,human,1619,740,2417,4.79,24,2,0.5,0.49,0.5,0.8
u3452272152967602642,human,4298,4150,1251,2.35,17,1,0.07,0.55,0.32,0.78
u9540518235009210281,human,3784,3456,801,6.29,19,0,-0.83,0.39,0.22,0.77
u4924121012886809459,bot,981,0,6154,205.25,35,3,-1.0,0.86,0.4,0.25
u8014830328452751125,bot,448,42897,-1181,434.55,8,7,1.0,0.81,0.45,0.07
u2474595489175604063,bot,714,76,3639,437.59,37,3,-1.0,0.1,0.66,0.0
u1966712280613622950,human,2521,3888,2110,7.85,9,1,0.36,0.44,0.3,0.91
u2680730886372294638,bot,844,88,4041,259.86,39,6,-1.0,0.05,0.92,1.0
u3007354437506627296,human,2487,6932,2100,7.89,13,1,0.31,0.46,0.13,0.61
u1273795015285720267,human,3831,1110,1357,2.26,24,0,0.02,0.38,0.02,0.85
u5871444941311398378,human,4446,4816,2911,2.39,21,0,-0.18,0.5,0.0,0.5
u4151801554067392143,bot,371,44659,-821,499.7,9,9,-1.0,0.87,0.58,0.12
u5006793483502362425,bot,131,10,6078,324.75,7,6,-1.0,0.01,0.75,1.0
u5947195995220010940,bot,322,57,7068,498.31,5,2,-1.0,0.81,0.82,0.08
u8151440231335732579,human,1411,2013,2117,6.61,31,0,-0.77,0.32,0.51,0.92
u6332236623146414838,bot,833,38,945,431.85,6,3,1.0,0.89,0.82,1.0
u6623993580468714736,bot,488,39,1808,100.97,7,6,-1.0,0.08,0.74,0.11
u8694986937179767408,human,1873,-1363,1200,7.32,24,0,0.02,0.4,0.47,0.59
u1735899389572996756,human,2708,2168,2031,2.7,18,2,0.78,0.52,0.21,0.44
u9718484626503178661,bot,147,43,2825,419.48,9,6,1.0,0.04,0.67,0.19
u4104212283117241835,human,3497,5996,938,4.07,13,1,-0.09,0.5,0.0,0.66
u1104745377127820427,bot,344,61,1683,309.75,30,5,-1.0,0.83,0.55,1.0
u8572998808132630736,human,1335,5651,2273,9.0,25,2,-0.07,0.31,0.09,0.87
u7805820098055327100,human,1994,3260,-147,5.03,21,0,-0.62,0.32,0.02,0.9
u6692620361284211425,bot,844,65,1355,263.06,5,4,1.0,0.04,0.77,0.06
u9457093159025699221,human,3029,3135,1421,5.61,20,1,-0.96,0.55,0.23,0.45
u9910431390425726144,human,2518,-1629,1691,1.46,18,0,-1.04,0.43,0.06,0.93
u7642076595135537559,human,1105,2100,3766,5.47,24,0,-0.72,0.52,0.38,0.46
u6813261189901638998,bot,667,85,2514,108.42,8,5,-1.0,0.91,0.76,1.0
u2539601756110875526,human,2456,143,535,4.1,20,0,0.52,0.4,0.4,0.69
u1971831174292395970,human,1124,2953,1488,2.64,22,2,-0.6,0.49,0.18,0.79
u5316633376401315977,bot,330,39565,4364,165.8,40,5,1.0,0.94,0.52,1.0
u1433443845678321772,bot,814,12,-4186,383.55,7,4,1.0,0.82,0.54,0.28
u3911107458767451741,human,1067,3115,1303,2.76,15,0,0.09,0.35,0.43,0.86
u6167615693819391296,human,2305,-277,1678,5.26,12,2,-0.29,0.48,0.53,0.68
u4922012431572240478,human,1795,-3878,212,4.54,20,1,-0.26,0.56,0.1,0.57
u4901103225376561599,bot,635,41156,5600,421.32,9,2,1.0,0.89,0.77,1.0
u2915932750881209729,human,3625,2396,1841,8.75,13,1,0.3,0.39,0.07,0.62
u8591874091319308258,bot,80,98,8920,417.24,8,5,1.0,0.09,0.7,0.18
u4446486567216007489,bot,883,91,11041,66.08,9,9,-1.0,0.93,0.91,1.0
u6792315749014234855,human,4882,1676,3140,9.43,16,0,1.05,0.43,0.05,0.88
u7059690458642986109,human,1945,8612,-327,3.58,23,5,0.29,0.56,0.2,0.85
u7866925238972977929,bot,578,49,3697,348.99,7,13,-1.0,0.96,0.39,0.22
u5966426529420343919,human,3009,2742,2204,7.33,25,1,0.61,0.32,0.29,0.57
u1190624279752620673,human,4279,6536,1349,6.77,23,2,0.38,0.54,0.01,0.92
u7658466177069207143,bot,445,10759,5865,199.34,6,2,1.0,0.08,0.59,0.12
u9865365027007576933,human,3833,116,2638,7.37,9,3,-0.13,0.31,0.3,0.8
u1109654216250662051,bot,768,28352,10507,61.37,7,7,-1.0,0.06,0.83,1.0
u8711979766023207051,human,1050,796,2691,7.24,26,1,0.73,0.42,0.41,0.61
u3936877641782747931,bot,470,24829,5405,172.65,8,6,-1.0,0.03,0.52,0.24
u2167093454412836486,bot,738,38617,-3877,106.26,8,7,-1.0,0.02,0.82,1.0
u4639208913294829350,human,4875,-2374,1332,2.34,26,1,-0.34,0.37,0.71,0.59
u7881823504306345984,bot,459,48447,4671,72.15,32,3,1.0,0.03,0.96,1.0
u2120989010073869610,bot,626,7,2407,380.59,38,9,-1.0,0.0,0.79,0.25
u6309648771833020566,human,2788,4544,1534,2.66,25,1,0.74,0.48,0.2,0.85
u8261236161656046807,human,4834,-1468,-885,4.71,20,1,-0.59,0.44,0.33,0.73
u1736211633891792350,human,1679,5688,2098,7.5,23,1,0.48,0.49,0.27,0.61
u3293112782027743785,bot,398,20388,2972,70.28,5,3,1.0,0.1,0.71,0.16
u8910415845847856323,bot,91,11,5135,285.58,38,5,1.0,0.82,0.59,1.0
u2158918750118542133,bot,931,15,8798,135.88,41,11,-1.0,0.08,0.75,1.0
u6289652292005602969,human,3879,-341,-498,1.01,25,0,0.74,0.45,0.15,0.93
u5374742860304033885,bot,603,17,3177,407.15,47,10,1.0,0.04,0.49,1.0
u2239631432434846781,bot,975,48934,6006,306.08,9,4,-1.0,0.85,0.8,0.22
u8988727460683652570,human,2281,3318,1962,7.14,27,1,-1.05,0.44,0.07,0.47
u4224137972281351381,bot,52,42,1447,103.62,6,2,-1.0,0.02,0.61,1.0
u3244501243135987860,human,4979,5404,2760,5.69,15,2,-0.21,0.35,0.46,0.98
u4934615948085411919,human,1869,4659,1948,5.38,18,0,0.27,0.48,0.12,0.48
u6293918329215498166,human,3872,-522,269,6.09,16,1,-0.13,0.48,0.04,0.83
u7364905567422464935,bot,58,39540,-1150,231.02,5,6,-1.0,0.02,0.85,0.15
u4026097044075275945,bot,488,32832,3354,437.66,35,6,1.0,0.0,0.59,0.08
u5934610014368942670,bot,761,36,4880,133.84,37,3,-1.0,0.94,0.88,0.16
u1932153914070898157,human,3911,741,3099,2.7,14,0,0.47,0.4,0.05,0.62
u5632793570158813865,human,2223,1072,858,4.43,21,2,-0.03,0.39,0.29,0.84
u2134631058744608950,human,3217,3622,2147,9.87,27,0,0.75,0.38,0.1,0.42
u3613968799345375213,bot,795,28,5439,106.68,40,5,1.0,0.05,0.7,0.02
u1562593764601153911,bot,457,87,10572,54.1,9,1,-1.0,0.01,0.93,0.13
u2250956812679321369,bot,787,99,4115,200.19,8,4,1.0,0.05,0.58,0.15
u2956991249728755488,bot,599,49678,9063,488.69,43,6,-1.0,0.08,0.73,0.21
u5252329960426060551,bot,223,31,4994,126.74,37,3,-1.0,0.04,0.85,1.0
u4693600072184017336,human,3893,5156,1905,7.55,17,1,0.85,0.47,0.05,0.81
u9354317024357677088,bot,212,70,4593,305.4,6,3,1.0,0.04,0.85,0.25
u9602327167556078746,human,4462,275,2055,2.58,12,0,0.05,0.5,0.47,0.89
u8333270375850644437,human,2052,2450,2894,9.61,9,4,1.04,0.34,0.13,0.83
u5896961542064045967,bot,967,25770,5255,484.87,6,6,-1.0,0.05,0.67,1.0
u2896708816184427498,human,3743,3464,897,2.34,15,1,-0.42,0.6,0.17,0.98
u7986944084548888650,bot,461,50,4372,167.36,9,5,-1.0,0.05,0.95,1.0
u2289989108343321826,bot,185,11205,5948,363.83,5,5,-1.0,0.09,0.84,0.28
u5057092022299673647,human,4272,3168,583,9.21,20,0,-0.79,0.45,0.25,0.46
u3001775736065658404,bot,441,34336,-586,163.01,42,5,1.0,0.03,0.48,1.0
u4215995763871017463,bot,375,10,4785,264.75,9,10,1.0,0.05,0.89,1.0
u7646587696636027284,human,4209,3635,1457,4.03,25,0,-0.61,0.44,0.09,0.71
u4698048573363868625,human,3056,2100,2401,1.83,12,1,0.68,0.38,0.25,0.44
u3262917729814012339,human,3381,1680,914,5.93,18,0,-0.16,0.31,0.25,0.43
u4257970374108780502,human,4910,2241,1168,2.15,20,0,-0.46,0.31,0.06,0.55
u8364670287091292630,human,4055,3062,1010,1.58,17,0,-0.97,0.33,0.09,0.58
u1556664095347175644,human,4537,4038,2181,3.42,20,3,0.09,0.49,0.26,0.59
u1065618736711595189,bot,296,29143,7960,488.78,8,5,1.0,0.08,0.65,0.22
u4079346379733788989,bot,244,94,-3713,351.42,39,4,1.0,0.03,0.71,0.13
u3967685613461425613,bot,675,11452,3831,267.82,8,7,-1.0,0.04,0.69,0.28
u9059522000742621659,human,4587,3189,1984,6.66,22,1,-1.21,0.32,0.25,0.82
u7929295704628175489,bot,215,14734,6077,373.77,34,9,1.0,0.8,0.75,1.0
u9955835611318589384,human,3414,1106,1445,9.42,18,0,-0.14,0.41,0.15,0.92
u1833309303214552226,bot,115,20863,7303,315.48,5,3,-1.0,0.98,0.79,0.19
u6837187249231444967,human,2805,3858,152,3.48,11,1,-0.2,0.4,0.19,0.59
u3692291040897134128,bot,122,45037,6094,265.04,36,8,1.0,0.83,0.67,0.04
u7139621804144785743,human,2771,3155,675,4.01,17,0,0.5,0.33,0.13,0.47
u1792732384147419253,human,3395,5122,1866,3.52,25,0,-0.22,0.38,0.12,0.41
u4083486251568972006,human,1834,6456,326,5.59,16,1,0.17,0.55,0.47,0.44
u4558690444942225999,human,1597,2996,-896,7.16,23,2,0.21,0.49,0.07,0.41
u4464054804656323207,bot,836,71,248,120.56,8,7,-1.0,0.97,0.84,1.0
u6393672746557891832,bot,995,15522,2648,135.33,9,5,1.0,0.98,0.82,1.0
u6239796043775904183,human,3970,593,2159,8.65,14,2,-0.0,0.37,0.13,0.79
u4293374287646922691,human,4200,2674,233,1.05,18,0,-0.52,0.54,0.42,0.46
u8285116390728693745,human,1026,405,1709,8.56,9,0,-0.28,0.44,0.4,0.92
u2067053429816396273,bot,742,24772,9955,241.26,34,3,-1.0,0.01,0.95,1.0
u4503321273783307857,human,3425,3954,1731,8.63,20,0,-1.04,0.38,0.19,0.46
u3269865705803943808,human,4040,6473,653,9.46,22,3,-0.45,0.45,0.16,0.98
u9822328694184100970,bot,40,32221,7119,174.7,7,9,1.0,0.95,0.95,0.13
u6658025202375238169,human,2818,945,1613,9.39,27,1,0.65,0.45,0.18,0.98
u7087652792601084151,human,2371,4393,1518,3.16,17,0,0.12,0.44,0.05,0.77
u8732129537941529668,bot,241,17045,8180,317.06,34,5,1.0,0.95,0.44,1.0
u9402616957140998242,human,3596,2176,2661,5.09,22,0,0.12,0.56,0.11,0.45
u5349159240161532591,human,3803,2774,932,2.36,14,1,0.18,0.53,0.12,0.49
u2675986001508756330,bot,787,65,6647,399.29,7,6,1.0,0.93,0.27,0.05
u1259850393863437712,human,3705,2291,339,7.67,6,1,0.69,0.59,0.17,0.89
u2461055458666239772,bot,241,12152,2895,420.16,33,3,-1.0,0.1,0.78,1.0
u6483307070364162983,human,3757,6355,265,1.69,26,1,0.51,0.45,0.03,0.5
u6996639144464713404,human,4160,2249,2441,3.94,4,2,0.17,0.31,0.42,0.44
u4780284208150373422,human,3125,3259,433,6.49,19,0,-0.35,0.5,0.28,0.59
u4164681179596265937,human,4048,-480,2445,5.12,11,2,0.57,0.33,0.14,0.82
u3300069267128928367,human,2314,1955,2652,6.52,26,1,0.95,0.3,0.19,0.85
u2633359296383428505,bot,941,10513,5813,146.61,5,5,1.0,0.05,0.97,0.26
u1758223920832707676,human,3805,2243,392,6.65,17,1,-0.3,0.52,0.09,0.54
u8445455757768764101,human,1467,-239,433,4.08,28,1,1.1,0.32,0.39,0.63
u3365100863069900097,bot,568,28266,1208,460.71,8,3,1.0,0.02,0.71,0.07
u8535496941188516198,bot,786,13619,8784,143.82,49,6,1.0,0.07,0.82,0.23
u7299172487299954771,human,3360,7991,1445,4.54,19,0,-0.88,0.35,0.53,0.47
u1705988261822497247,bot,105,57,5931,414.41,30,4,-1.0,0.9,0.62,0.1
u9239250671345550249,human,4933,3088,1455,9.38,8,0,0.64,0.47,0.76,0.62
u6750328273348788091,bot,82,12667,3249,241.07,5,7,1.0,0.05,0.64,1.0
u7424704517086510896,bot,551,8,4326,375.9,36,2,1.0,0.87,0.67,1.0
u9844287986091314785,human,4178,4983,1389,1.76,16,0,0.27,0.55,0.16,0.95
u3982191128505475482,bot,371,27904,7011,228.12,8,2,-1.0,0.95,0.3,0.09
u9223961281836976589,human,1198,-3864,1799,5.74,22,3,-0.09,0.4,0.33,0.67
u4087635450054684894,bot,126,3,4109,171.94,31,2,1.0,0.06,0.58,0.26
u9044554845280065294,bot,606,34,5810,175.63,35,5,1.0,0.85,0.92,0.23
u6855120921474453583,bot,824,78,3314,308.32,46,2,1.0,0.98,0.72,0.12
u3763442997973916449,human,3883,3087,2677,6.35,22,0,0.18,0.58,0.07,0.62
u8639124032374911856,human,3036,3531,584,6.9,17,1,-0.02,0.53,0.06,0.5
u1395255572124822793,bot,21,35749,8053,196.03,5,6,-1.0,0.85,0.4,0.2
u4443130656663411504,human,4975,5724,106,3.21,17,2,0.07,0.57,0.09,0.56
u2147753898583070725,human,3757,4624,1226,5.23,12,1,0.23,0.44,0.16,0.62
u2742381469513800602,human,4872,-228,-40,6.97,28,2,-0.28,0.56,0.18,0.69
u6167085336317516628,bot,153,71,310,158.34,49,6,-1.0,0.84,0.61,0.02
u1011274858436441523,human,2023,1659,1997,6.27,20,2,0.81,0.33,0.06,0.77
u5523279533174393245,bot,491,40,-845,170.38,31,3,1.0,0.04,0.45,0.17
u2973739035241856925,bot,307,39,7582,411.69,7,6,1.0,0.89,0.58,1.0
u3435512233738774153,bot,758,75,11078,131.42,9,8,1.0,0.08,0.8,1.0
u5488151854685397808,bot,181,23613,3239,180.42,8,1,1.0,0.98,0.49,0.18
u2923355501629889332,bot,366,39210,9025,474.36,6,3,1.0,0.9,0.78,0.04
u2238891684940916619,human,4768,2157,791,6.54,15,4,0.05,0.34,0.31,0.6
u8906413477386923154,human,1063,81,3100,8.89,19,1,0.24,0.39,0.11,0.9
u9046123732295813791,bot,997,35024,9963,354.42,8,4,-1.0,0.01,0.74,0.29
u3428487316914442803,human,3471,5792,2125,2.88,15,0,-0.47,0.43,0.33,0.73
u3390357269557418139,human,1381,2510,2509,7.04,6,3,-0.11,0.55,0.16,0.76
u3495735567953340747,human,1299,-48,1856,5.85,17,0,-0.01,0.36,0.05,0.67
u2070457580419721389,human,2331,5087,1406,5.18,22,1,-0.58,0.39,0.2,0.91
u7963441358428433867,human,2264,-488,2195,2.5,20,2,0.57,0.38,0.14,0.55
u3120607570509568753,human,2948,-1269,2010,1.54,21,1,0.07,0.5,0.08,0.79
u3923703095559706961,human,2716,-244,635,6.12,12,1,-0.36,0.52,0.23,0.85
u2949955588617389130,bot,951,48250,6982,360.47,36,7,-1.0,0.92,0.6,1.0
u1199296214614891871,bot,251,15729,2973,88.42,9,4,1.0,0.97,0.45,0.19
u4797828982897493610,bot,642,28220,8672,484.62,5,6,1.0,0.09,0.66,0.07
u8353681833738626442,human,1848,8745,419,5.87,22,0,-0.2,0.53,0.02,0.44
u4858958163516509561,human,1481,5102,121,6.29,9,0,-0.51,0.48,0.12,0.44
u4709012516321086108,bot,552,18,191,67.14,6,5,1.0,0.98,0.82,0.29
u7411834799028681476,human,1507,127,1770,5.07,15,2,0.39,0.56,0.05,0.62
u8937298285802583038,human,1875,-249,1909,9.85,20,0,0.6,0.5,0.21,0.67
u7080744423067322054,bot,827,34936,6623,269.33,7,4,-1.0,0.09,0.87,1.0
u6596854384844240474,bot,799,4,7647,328.89,43,6,1.0,0.0,0.59,1.0
u9902306715726194969,bot,484,22,10114,148.85,40,3,1.0,0.87,0.45,1.0
u9484266081524550402,human,1539,5466,1772,8.51,19,1,1.24,0.35,0.32,0.41
u6254258128591750569,human,3761,-2774,2400,9.78,27,1,0.14,0.33,0.06,0.85
u2596872054034374949,human,1844,6293,819,7.47,14,2,0.02,0.57,0.31,0.8
u5949086685594038587,bot,340,68,4546,274.68,9,13,-1.0,0.03,0.75,0.01
u8915463144547732135,bot,673,49844,6491,391.85,7,4,1.0,0.8,0.47,0.25
u9655991499445069466,human,3989,4250,511,9.12,21,2,-0.22,0.52,0.32,0.62
u5696056942741239953,bot,204,25,2575,486.39,48,10,-1.0,0.99,0.73,1.0
u8058284754378944504,bot,678,11,3020,265.08,9,3,-1.0,0.08,0.62,0.12
u9035113668503271822,human,2723,678,528,2.44,24,1,0.68,0.35,0.07,0.65
u7958100741792008472,bot,347,46396,6751,193.32,30,3,-1.0,0.01,0.78,1.0
u4233760346770414788,bot,799,26689,4668,244.18,5,7,-1.0,0.91,0.65,1.0
u8892242267919125679,bot,613,79,1838,318.66,44,1,-1.0,0.04,0.84,0.14
u3187133414723300626,human,4674,3634,2887,8.16,24,2,0.13,0.45,0.27,0.59
u8668612669754492891,human,4407,4965,290,6.11,17,1,0.31,0.31,0.12,0.78
u4031272978895917477,bot,399,12,4346,395.06,9,3,1.0,0.01,0.9,1.0
u7904769450912947629,human,3299,4260,1733,3.64,14,0,0.36,0.32,0.26,0.97
u5184408661177381686,human,3934,5224,1540,8.06,30,2,-0.95,0.41,0.04,0.52
u8801665788615772803,human,2885,5423,1056,3.5,23,3,0.22,0.49,0.35,0.48
u2137111551710301617,bot,462,26100,3216,248.86,47,5,-1.0,0.93,0.69,0.07
u3452329059839469922,human,3057,1468,1138,8.21,18,3,0.29,0.44,0.02,0.55
u2812816815108482643,bot,795,19,6638,332.37,5,9,1.0,0.85,0.89,1.0
u6919592345714697598,bot,999,10100,6236,268.42,35,3,-1.0,0.92,0.93,1.0
u4918256646337596594,human,1984,3600,-949,5.95,19,1,-0.58,0.32,0.13,0.74
u6098641300716578812,bot,43,17,1379,61.43,9,5,1.0,0.03,0.87,1.0
u6164633186117425073,human,1428,4049,1262,4.71,26,0,-0.43,0.41,0.02,0.99
u2105127383350953852,human,1319,4190,2815,5.34,11,0,0.23,0.54,0.33,0.8
u1974526115755404041,bot,269,63,7083,405.71,36,3,-1.0,0.82,0.52,1.0
u4539445555039003218,bot,360,29393,2163,112.05,48,7,1.0,0.86,0.7,0.08
u8674771579876810595,human,3260,6580,375,1.39,15,2,0.23,0.33,0.55,0.82
u3499433453810705274,human,4649,1461,-795,1.93,24,1,-0.27,0.44,0.0,0.93
u7648605902910890413,human,2820,4053,1321,7.58,13,1,0.15,0.52,0.54,0.88
u8646174514778389003,human,3854,1895,2257,6.21,18,0,-0.29,0.4,0.16,0.49
u2873221411883796581,bot,783,17331,6466,134.93,6,6,-1.0,0.91,0.71,1.0
u9735557396511382727,bot,563,59,-1851,460.44,7,6,1.0,0.05,0.84,1.0
u6447762744211198967,bot,591,13695,2660,443.17,5,5,-1.0,0.83,0.71,1.0
u8009824410957648333,human,1463,2427,1250,9.64,17,1,0.27,0.34,0.06,0.84
u9311603563659841411,bot,818,29951,7815,442.09,8,4,1.0,0.87,0.27,0.28
u5678621198524102613,bot,859,16766,9576,388.4,7,10,1.0,0.05,0.6,1.0
u2895831195440160452,bot,294,10,2322,411.76,6,7,-1.0,0.82,0.91,1.0
u5334000515192089231,bot,101,93,8005,62.33,6,5,-1.0,0.98,0.5,0.0
u7012712297975561160,human,1378,3805,-380,3.11,15,1,0.07,0.56,0.1,0.79
u4312520816177345414,bot,511,37911,8120,317.43,7,3,-1.0,0.04,0.35,1.0
u5722083217689579530,bot,468,26953,6121,395.43,5,6,-1.0,0.9,0.53,1.0
u7754257758099481273,bot,905,20853,3580,318.2,40,9,-1.0,0.08,0.8,0.1
u2977943452832878512,bot,912,63,6539,171.01,48,6,-1.0,0.88,0.74,0.02
u3619111903977971030,human,1918,-420,-673,7.85,19,1,-0.4,0.42,0.25,0.91
u5380145545949193609,human,2238,2956,1985,4.74,18,1,-0.06,0.45,0.75,0.63
u1128431399665591841,bot,672,17325,5176,76.15,9,4,-1.0,0.95,0.63,1.0
u3315701796671295636,human,3451,7755,1232,2.43,14,1,-0.51,0.38,0.34,0.69
u3144878299768395664,human,3321,6320,1755,9.16,22,2,-1.15,0.59,0.37,0.61
u1077741393630164889,human,1128,4893,813,5.45,29,0,0.88,0.49,0.12,0.63
u1114889767881283258,human,2515,5156,600,6.14,14,1,0.42,0.53,0.22,0.86
u9422269757317219857,bot,195,73,6633,357.92,47,6,-1.0,0.81,0.67,1.0
u9689150274051966667,human,2120,1941,-319,5.36,22,1,0.0,0.37,0.02,0.46
u4219940215713327714,human,2596,6380,1383,6.25,17,1,0.91,0.3,0.14,0.56
u5728371686459083250,bot,780,28753,6288,267.67,48,5,-1.0,0.08,0.8,0.06
u6874509430379150538,bot,194,10,7949,93.09,8,2,-1.0,0.94,0.69,0.2
u4865802442273961561,bot,156,21,7663,132.51,47,5,-1.0,0.86,0.77,0.29
u1213908982029723837,bot,163,39705,3826,218.14,32,3,-1.0,0.01,0.65,0.17
u6026286775747784362,human,1672,5555,1184,1.32,17,1,-0.46,0.42,0.18,0.47
u4651514580664976334,bot,680,25,2289,291.2,41,6,1.0,0.09,0.65,0.05
u4216012941348047011,human,1344,6904,2534,5.12,21,2,0.25,0.47,0.01,0.48
u8263629669721096523,human,2469,2466,2035,8.94,24,0,-0.82,0.38,0.19,0.85
u9945641881500860733,bot,800,38,8339,483.61,46,3,1.0,0.99,0.46,1.0
u9520825025029074584,bot,453,26425,5015,219.47,40,5,-1.0,0.04,0.9,0.3
u1625529762647913853,human,4010,1770,2107,6.43,17,0,0.09,0.34,0.52,0.73
u8815723102842372909,human,2202,-78,3096,3.44,12,0,0.4,0.38,0.02,0.47
u8953834332578014568,bot,115,13997,6294,157.71,42,4,-1.0,0.06,0.53,1.0
u3145759926741444762,bot,748,97,3310,232.04,9,8,1.0,0.89,0.66,0.05
u1783917593621294847,bot,949,58,9326,435.31,35,4,1.0,0.05,0.45,1.0
u1321436437389538880,human,2198,1858,41,6.77,22,1,-0.5,0.55,0.13,0.88
u7017077605157740644,human,4265,3487,1208,1.84,24,0,0.34,0.47,0.56,0.97
u5152456580386346481,bot,194,41969,6046,194.92,45,3,1.0,0.03,0.56,0.14
u2235475390814367402,human,3386,3837,932,2.02,27,1,0.34,0.33,0.04,0.99
u3476760837652473930,bot,336,37064,924,476.32,7,2,1.0,0.85,0.89,1.0
u3577918466137377476,human,1202,-2732,32,3.19,22,1,0.39,0.52,0.02,0.6
u1181518439338740140,human,1442,4152,3768,1.52,24,0,-0.3,0.43,0.07,0.55
u7523470541594895811,bot,13,93,3639,251.4,5,0,1.0,0.82,0.57,0.01
u5563244133231958349,bot,779,11085,3372,149.35,34,0,-1.0,0.1,0.77,0.02
u6456225339384588693,bot,340,37,1964,268.18,7,1,-1.0,0.06,0.82,0.21
u7494678888088593989,human,1152,3990,4252,9.77,11,1,0.5,0.55,0.11,0.95
u1919614278051895200,human,3404,304,1639,6.83,14,3,0.09,0.33,0.28,0.48
u2983868756776291798,bot,92,80,3939,222.36,32,5,1.0,0.02,0.83,1.0
u3496975204964171252,human,2536,2168,2611,4.81,20,1,-0.03,0.36,0.05,0.64
u3215435733397759715,bot,630,31211,2124,216.92,43,8,1.0,0.06,0.81,1.0
u6080586598380641066,human,2517,207,551,8.89,20,0,0.15,0.31,0.33,0.9
u1694366416319270486,bot,470,23749,6232,251.42,7,9,1.0,0.91,0.95,0.29
u6731257205315548665,human,1400,-43,2852,7.06,11,0,-0.3,0.56,0.08,0.98
u7590901650231369091,human,1638,4223,2486,1.6,24,2,0.01,0.33,0.11,0.54
u3855245895400319210,human,2685,4130,1835,2.42,21,0,0.1,0.57,0.57,0.92
u9806028256945526941,human,1203,5341,1818,7.26,16,1,-0.26,0.39,0.28,0.49
u9518678119461220903,bot,90,40281,6292,72.06,46,4,-1.0,0.82,0.77,1.0
u2329995361799517454,human,1182,-950,1249,7.73,25,0,0.46,0.48,0.32,0.72
u3555315388961966360,bot,990,36156,4833,188.94,5,6,-1.0,0.89,0.5,0.26
u9781738659725618428,bot,181,90,5083,254.37,45,5,1.0,0.07,0.72,1.0
u1259741928796626373,bot,35,20364,3641,459.7,7,4,1.0,0.86,0.51,0.05
u7734812003176457685,bot,605,89,4904,131.57,48,5,-1.0,0.08,0.41,0.1
u6146834737599465328,human,4981,5753,801,4.9,24,1,-0.02,0.45,0.2,0.44
u2392944585751392192,bot,636,15,7097,386.1,6,6,1.0,0.01,0.26,1.0
u4595036038249157460,human,1836,338,784,6.26,28,0,-0.57,0.46,0.18,0.92
u3358963345046077521,human,1112,2754,2690,7.34,29,1,0.15,0.56,0.27,0.89
u9608189971957068236,human,2593,3037,333,3.68,15,4,-0.52,0.39,0.42,0.97
u4752748834355655534,human,2306,2130,2082,5.35,18,0,0.95,0.58,0.11,0.98
u2690941493036338929,bot,314,49983,4777,106.0,39,8,-1.0,0.83,0.93,1.0
u4442109962848682699,human,3605,1681,443,6.99,25,1,0.93,0.46,0.17,0.46
u8765912373562077358,bot,641,58,5718,408.94,8,6,1.0,0.02,0.36,1.0
u8318293101622958248,human,3388,2816,1578,6.64,18,0,1.19,0.39,0.34,0.79
u2711139993824999239,human,4115,1097,325,8.24,26,0,0.1,0.52,0.03,0.71
u1129023756573347147,bot,137,57,4363,228.87,44,9,1.0,0.85,0.76,0.08
u8677366390492758367,human,1858,5677,305,9.55,9,1,1.01,0.47,0.13,0.9
u7400072153325888002,human,4344,157,4609,3.14,10,3,1.09,0.48,0.24,0.62
u7211470259884109932,human,3870,1469,1551,9.72,20,0,0.21,0.57,0.26,0.51
u2590029475520165704,human,2566,-775,2168,5.86,25,1,0.89,0.46,0.17,0.5
u1919374490659569056,human,4682,3544,2238,5.56,15,2,-0.19,0.4,0.03,0.87
u5921309068798078084,bot,126,58,5966,80.01,7,5,-1.0,0.92,0.63,0.26
u6735618176676558399,human,3434,3056,1339,2.04,21,1,-0.22,0.41,0.21,0.58
u1326932008850084187,human,3935,6690,1576,2.51,21,1,-0.07,0.32,0.31,0.64
u3817544292699102593,bot,333,26329,6446,126.77,6,3,1.0,0.03,0.56,0.11
u5850022207821200281,human,1675,-1040,2355,3.02,19,0,0.88,0.31,0.13,0.89
u1915113092881234296,bot,150,22732,6283,187.68,41,1,-1.0,0.04,0.74,1.0
u4518555005609231662,human,3304,1540,500,3.98,31,0,0.4,0.48,0.21,0.82
u1463571459157104761,human,2959,3495,1496,9.6,19,1,0.68,0.44,0.02,0.46
u1110673170294536019,bot,238,11,7361,57.33,41,2,1.0,0.1,0.78,1.0
u6037393908908761633,human,4657,-2204,-635,9.44,21,0,0.57,0.47,0.46,0.77
u5138073349278152385,human,1944,1413,1247,1.92,22,0,-0.48,0.45,0.47,0.97
u7020996217226922345,bot,698,39153,6551,171.14,8,5,1.0,0.09,0.68,1.0
u1517343946997387838,bot,336,18,5969,487.75,41,7,1.0,0.07,0.81,1.0
u9577432289811301344,human,1249,-722,1566,3.27,21,2,1.09,0.37,0.08,0.48
